Dia,Boletim,Municipio,Confirmados,Obitos,Qt_Novos_Casos,Qt_Novas_Mortes,Latitude,Longitude
10-04-2020,44,JACAREÍ,1.0,0.0,0.0,0.0,-23.30528,-45.96583
10-04-2020,44,JACI,1.0,0.0,0.0,0.0,-20.8844434,-49.5710544
10-04-2020,44,JAGUARIÚNA,1.0,0.0,0.0,0.0,-22.70374,-46.985062
10-04-2020,44,JALES,1.0,0.0,0.0,0.0,-20.2671767,-50.5492435
10-04-2020,44,JANDIRA,3.0,0.0,0.0,0.0,-23.5282044,-46.9019554
10-04-2020,44,JAÚ,1.0,0.0,0.0,0.0,-22.293585,-48.559193
10-04-2020,44,JOANÓPOLIS,1.0,0.0,0.0,0.0,-22.930004,-46.275208
10-04-2020,44,JOSÉ BONIFÁCIO,2.0,0.0,0.0,0.0,-23.564090999999998,-46.434766582997995
10-04-2020,44,JUNDIAÍ,12.0,1.0,1.0,0.0,-23.1887866,-46.8845122
10-04-2020,44,LARANJAL PAULISTA,2.0,1.0,0.0,0.0,-23.050564,-47.837549
10-04-2020,44,LENÇÓIS PAULISTA,3.0,0.0,1.0,0.0,-22.6029897,-48.8031367
10-04-2020,44,LIMEIRA,4.0,0.0,2.0,0.0,-22.5615068,-47.401766
10-04-2020,44,LOUVEIRA,1.0,0.0,0.0,0.0,-23.08639,-46.95056
10-04-2020,44,MAIRIPORÃ,7.0,2.0,0.0,0.0,-23.3186111,-46.5866667
10-04-2020,44,MARÍLIA,4.0,0.0,2.0,0.0,-22.217108,-49.95006
10-04-2020,44,MATÃO,2.0,0.0,0.0,0.0,-21.6033611,-48.3660603
10-04-2020,44,MAUÁ,42.0,0.0,4.0,0.0,-23.6669527,-46.4616922
10-04-2020,44,MIRASSOL,4.0,0.0,0.0,0.0,-20.8141411,-49.507449
10-04-2020,44,MOCOCA,2.0,1.0,0.0,0.0,-21.464731,-47.002405
10-04-2020,44,MOGI DAS CRUZES,50.0,2.0,13.0,1.0,-23.5234284,-46.1926671
10-04-2020,44,MOGI GUAÇU,4.0,1.0,0.0,0.0,-22.372222,-46.9425
10-04-2020,44,MONTE ALTO,3.0,0.0,2.0,0.0,-21.265545,-48.497066
10-04-2020,44,NOVA ODESSA,1.0,1.0,0.0,0.0,-22.783186,-47.294059
10-04-2020,44,OESTE,1.0,0.0,,,-22.23890315,-51.425511873731374
10-04-2020,44,OLÍMPIA,2.0,0.0,0.0,0.0,-20.736634,-48.910625
10-04-2020,44,ORLÂNDIA,2.0,0.0,0.0,0.0,-20.720278,-47.886667
10-04-2020,44,OSASCO,121.0,8.0,14.0,1.0,-23.5324859,-46.7916801
10-04-2020,44,OURINHOS,1.0,0.0,,,-22.9777918,-49.868204
10-04-2020,44,OUTRO ESTADO,48.0,0.0,3.0,-1.0,-25.3817431,-49.287191
10-04-2020,44,OUTRO PAÍS,40.0,0.0,0.0,0.0,,
10-04-2020,44,PARIQUER,0.0,0.0,0.0,0.0,,
10-04-2020,44,PAULÍNIA,5.0,0.0,1.0,0.0,-22.7630391,-47.1532213
10-04-2020,44,PEDRA BELA,1.0,0.0,,,-22.7950193,-46.4431811
10-04-2020,44,PENÁPOLIS,1.0,1.0,0.0,0.0,-21.4192406,-50.0765588
10-04-2020,44,PERUÍBE,3.0,0.0,0.0,0.0,-24.3218105,-46.9977452
10-04-2020,44,PINDAMONHANGABA,1.0,0.0,0.0,0.0,-22.9340165,-45.462938
10-04-2020,44,PINDORAMA,1.0,0.0,0.0,0.0,-21.9549806,-49.0232348
10-04-2020,44,PIRACICABA,12.0,0.0,0.0,0.0,-22.72528,-47.64917
10-04-2020,44,PIRAJUÍ,1.0,0.0,0.0,0.0,-21.9957877,-49.4549675
10-04-2020,44,PORTO FERREIRA,2.0,1.0,,,-21.8529134,-47.4794943
10-04-2020,44,POÁ,9.0,1.0,2.0,0.0,-23.5249082,-46.3445663
10-04-2020,44,PRAIA GRANDE,14.0,1.0,1.0,0.0,-24.005833,-46.402778
10-04-2020,44,PRESIDENTE PRUDENTE,3.0,2.0,0.0,0.0,-22.1276335,-51.41624990198266
10-04-2020,44,PRESIDENTE VENCESLAU,4.0,2.0,1.0,0.0,-21.877116,-51.8451047
10-04-2020,44,PROMISSÃO,1.0,0.0,0.0,0.0,-21.5404913,-49.8574709
10-04-2020,44,RIBEIRÃO PIRES,15.0,0.0,0.0,0.0,-23.7129388,-46.4150871
10-04-2020,44,RIBEIRÃO PRETO,36.0,4.0,0.0,0.0,-21.178333,-47.8066671
10-04-2020,44,RIO CLARO,3.0,1.0,0.0,0.0,-22.4100108,-47.5603933
10-04-2020,44,RIO GRANDE DA SERRA,4.0,0.0,0.0,0.0,-23.743724,-46.397084
10-04-2020,44,SALTO,3.0,0.0,0.0,0.0,-23.1989983,-47.2913682
10-04-2020,44,SALTO DE PIRAPORA,2.0,0.0,0.0,0.0,-23.6492626,-47.5729991
10-04-2020,44,SANTA BRANCA,2.0,1.0,0.0,0.0,-23.3974353,-45.8842294
10-04-2020,44,SANTA BÁRBAR,0.0,0.0,,,18.384202950000002,33.751416496703186
10-04-2020,44,SANTA CRUZ DO RIO PARDO,2.0,0.0,1.0,0.0,-22.9060715,-49.6277378
10-04-2020,44,SANTA ISABEL,1.0,0.0,0.0,0.0,-23.3194222,-46.2271903
10-04-2020,44,SANTANA DE PARNAÍBA,32.0,0.0,1.0,0.0,-23.4446715,-46.9167722
10-04-2020,44,SANTO ANDRÉ,139.0,3.0,9.0,0.0,-23.6573395,-46.5322504
10-04-2020,44,SANTOS,144.0,5.0,14.0,1.0,-23.960833,-46.333889
10-04-2020,44,SERTÃOZINHO,2.0,0.0,0.0,0.0,-21.1375782,-47.9913741
10-04-2020,44,SOROCABA,18.0,2.0,1.0,0.0,-23.501667,-47.458056
10-04-2020,44,SUMARÉ,2.0,0.0,0.0,0.0,-22.8217964,-47.267105
10-04-2020,44,SUZANO,30.0,1.0,6.0,0.0,-23.5427842,-46.3108391
10-04-2020,44,SÃO BERNARDO DO CAMPO,174.0,9.0,10.0,2.0,-23.7080345,-46.5506747
10-04-2020,44,SÃO CAETANO DO SUL,62.0,1.0,3.0,0.0,-23.6195923,-46.5688323
10-04-2020,44,SÃO CARLOS,4.0,2.0,2.0,2.0,-22.0183367,-47.890932
10-04-2020,44,SÃO JOSÉ DO RIO PARDO,1.0,0.0,0.0,0.0,-21.595288,-46.887303
10-04-2020,44,SÃO JOSÉ DO RIO PRETO,41.0,1.0,0.0,0.0,-20.8125851,-49.3804212
10-04-2020,44,SÃO JOSÉ DOS CAMPOS,85.0,1.0,4.0,0.0,-23.1805011,-45.8872969
10-04-2020,44,SÃO JOÃO DA BOA VISTA,1.0,0.0,0.0,0.0,-21.9778137,-46.7881722
10-04-2020,44,SÃO MANUEL,3.0,1.0,0.0,0.0,-22.732081,-48.572316
10-04-2020,44,SÃO MIGUEL ARCANJO,1.0,0.0,,,-23.8807771,-47.9963492
10-04-2020,44,SÃO PAULO,5982.0,409.0,511.0,25.0,-23.5506507,-46.6333824
10-04-2020,44,SÃO PEDRO,1.0,0.0,0.0,0.0,-22.5512765,-47.9072359
10-04-2020,44,SÃO ROQUE,3.0,0.0,0.0,0.0,-23.5304843,-47.1355473
10-04-2020,44,SÃO SEBASTIÃO,4.0,1.0,0.0,0.0,-23.8027866,-45.4070527
10-04-2020,44,SÃO VICENTE,14.0,0.0,1.0,0.0,-23.9603686,-46.3847024
10-04-2020,44,TABOÃO DA SERRA,72.0,5.0,5.0,0.0,-23.6121912,-46.7790539
10-04-2020,44,TANABI,1.0,0.0,0.0,0.0,-20.6251635,-49.6519879
10-04-2020,44,TATUÍ,4.0,0.0,2.0,0.0,-23.3514733,-47.8552438
10-04-2020,44,TAUBATÉ,6.0,0.0,1.0,0.0,-23.031448,-45.5612792
10-04-2020,44,TERRA ROXA,1.0,0.0,0.0,0.0,-20.787015,-48.331442
10-04-2020,44,TUPÃ,1.0,0.0,,,-21.9348631,-50.5135113
10-04-2020,44,VALINHOS,4.0,0.0,0.0,0.0,-22.97056,-46.99583
10-04-2020,44,VARGEM GRANDE PAULISTA,5.0,3.0,0.0,0.0,-23.599338,-47.022038
10-04-2020,44,VINHEDO,7.0,0.0,0.0,0.0,-23.0295183,-46.9756292
10-04-2020,44,VOTORANTIM,2.0,0.0,0.0,0.0,-23.5466667,-47.4377778
10-04-2020,44,VOTUPORANGA,3.0,0.0,0.0,0.0,-20.4252506,-49.97226
11-04-2020,45, AGUDOS,2.0,1.0,1.0,0.0,-22.471162,-48.987822
11-04-2020,45, AMERICANA,3.0,2.0,0.0,0.0,-22.7392463,-47.3306032
11-04-2020,45, AMPARO,1.0,0.0,,,-22.70111,-46.76444
11-04-2020,45, AMÉRICO BRASILIENSE,1.0,0.0,,,-21.7297099,-48.1052092
11-04-2020,45, ARARAQUARA,10.0,1.0,3.0,0.0,-21.7886713,-48.1773096
11-04-2020,45, ARARAS,3.0,0.0,0.0,0.0,-22.3569477,-47.3838889
11-04-2020,45, ARAÇARIGUAMA,1.0,0.0,,,-23.438611,-47.061389
11-04-2020,45, ARAÇATUBA,14.0,0.0,-1.0,0.0,-21.207992,-50.4390225
11-04-2020,45, ARAÇOIABA DA SERRA,1.0,0.0,0.0,0.0,-23.5045367,-47.6168158
11-04-2020,45, ARTUR NOGUEIRA,1.0,0.0,0.0,0.0,-22.572737,-47.172679
11-04-2020,45, ARUJÁ,11.0,1.0,1.0,0.0,-23.396266,-46.3175449
11-04-2020,45, ASSIS,4.0,1.0,0.0,0.0,-22.6620892,-50.420623
11-04-2020,45, ATIBAIA,13.0,0.0,0.0,0.0,-23.1177393,-46.5547861
11-04-2020,45, AVARÉ,3.0,0.0,0.0,0.0,-23.1045215,-48.9259103
11-04-2020,45, BADY BASSITT,2.0,0.0,1.0,0.0,-20.9178969,-49.4517911
11-04-2020,45, BARRA DO TURVO,1.0,0.0,0.0,0.0,-24.756421,-48.5056942
11-04-2020,45, BARRETOS,4.0,0.0,0.0,0.0,-20.5531437,-48.5697509
11-04-2020,45, BARUERI,43.0,2.0,-1.0,0.0,-23.5112184,-46.8764612
11-04-2020,45, BATATAIS,1.0,0.0,0.0,0.0,-20.892867,-47.592149
11-04-2020,45, BAURU,10.0,1.0,-1.0,0.0,-22.3218102,-49.0705863
11-04-2020,45, BEBEDOURO,1.0,0.0,-1.0,0.0,-20.949077,-48.479083
11-04-2020,45, BIRIGUI,2.0,0.0,0.0,0.0,-21.2908491,-50.34144
11-04-2020,45, BOITUVA,4.0,0.0,0.0,0.0,-23.2838893,-47.6738231
11-04-2020,45, BOTUCATU,15.0,1.0,0.0,0.0,-22.8879628,-48.4410712
11-04-2020,45, BRAGANÇA PAULISTA,26.0,4.0,0.0,0.0,-22.9520235,-46.5418586
11-04-2020,45, BRODOWSKI,2.0,0.0,0.0,0.0,-20.984532,-47.657217
11-04-2020,45, CACHOEIRA PAULISTA,1.0,0.0,0.0,0.0,-22.666498,-45.015384
11-04-2020,45, CAIABU,1.0,1.0,,,-22.0143038,-51.2356597
11-04-2020,45, CAIEIRAS,33.0,4.0,1.0,0.0,-23.3644621,-46.7484765
11-04-2020,45, CAJAMAR,5.0,1.0,0.0,0.0,-23.3561111,-46.8769444
11-04-2020,45, CAMPINAS,100.0,5.0,0.0,0.0,-22.90556,-47.06083
11-04-2020,45, CARAGUATATUBA,2.0,1.0,0.0,0.0,-23.62028,-45.41306
11-04-2020,45, CARAPICUÍBA,31.0,2.0,2.0,0.0,-23.5234673,-46.8406808
11-04-2020,45, CATANDUVA,3.0,2.0,0.0,0.0,-21.1331035,-48.9712817
11-04-2020,45, CAÇAPAVA,3.0,0.0,0.0,0.0,-23.099204,-45.707645
11-04-2020,45, CEDRAL,1.0,0.0,0.0,0.0,-20.9028433,-49.2699665
11-04-2020,45, COTIA,59.0,4.0,6.0,1.0,-23.603889,-46.918889
11-04-2020,45, CRAVINHOS,2.0,1.0,0.0,0.0,-21.340278,-47.729444
11-04-2020,45, CUBATÃO,2.0,0.0,0.0,0.0,-23.8857982,-46.4241869
11-04-2020,45, DIADEMA,60.0,1.0,1.0,0.0,-23.681347,-46.62052
11-04-2020,45, DRACENA,1.0,1.0,0.0,0.0,-21.4835523,-51.5334408
11-04-2020,45, ELDORADO,1.0,0.0,0.0,0.0,-24.522583,-48.1093489
11-04-2020,45, EMB,0.0,0.0,0.0,0.0,56.7168477,8.6846248
11-04-2020,45, EMBU DAS ARTES,34.0,2.0,1.0,0.0,-23.6495294,-46.8528497
11-04-2020,45, ESTIVA GERBI,1.0,0.0,,,-22.2754831,-46.9525448
11-04-2020,45, FERRAZ DE VASCONCELOS,34.0,0.0,-1.0,0.0,-23.541056,-46.37097
11-04-2020,45, FRANCA,2.0,0.0,0.0,0.0,-20.5381768,-47.4009795
11-04-2020,45, FRANCISCO MORATO,13.0,1.0,1.0,0.0,-23.2817308,-46.7448996
11-04-2020,45, FRANCO DA ROCHA,19.0,1.0,1.0,0.0,-23.3328038,-46.724446
11-04-2020,45, GUARARAPES,3.0,0.0,0.0,0.0,-21.2537115,-50.6441746
11-04-2020,45, GUARAREMA,1.0,0.0,-1.0,0.0,-23.4133724,-46.0379249
11-04-2020,45, GUARATINGUETÁ,1.0,0.0,0.0,0.0,-22.8057839,-45.1908926
11-04-2020,45, GUARUJÁ,7.0,0.0,0.0,0.0,-23.9927768,-46.2558332
11-04-2020,45, ÁGUAS DE LINDÓIA,1.0,1.0,0.0,0.0,-22.4718855,-46.6291034
11-04-2020,45, ÁGUAS DE SÃO PEDRO,1.0,0.0,0.0,0.0,-22.6000681,-47.8750887
11-04-2020,45,AÇU,2.0,0.0,0.0,0.0,52.0950568,5.1219384
11-04-2020,45,GUARULHOS,191.0,16.0,,,-23.4430602,-46.524459
11-04-2020,45,GUAÇU,4.0,0.0,0.0,0.0,-22.17401325,-54.42529398923756
11-04-2020,45,HORTOLÂNDIA,2.0,0.0,,,-22.85833,-47.22
11-04-2020,45,IBIRÁ,1.0,0.0,,,-21.0815104,-49.2424619
11-04-2020,45,IBIÚNA,1.0,0.0,,,-23.6548363,-47.2210116
11-04-2020,45,ILHA COMPRIDA,9.0,0.0,0.0,0.0,-24.7445292,-47.5525529
11-04-2020,45,ILHABELA,1.0,0.0,0.0,0.0,-23.816628,-45.368685
11-04-2020,45,INDAIATUBA,4.0,0.0,1.0,0.0,-23.09028,-47.21806
11-04-2020,45,IRACEMÁPOLIS,1.0,0.0,0.0,0.0,-22.583234,-47.522963
11-04-2020,45,ITANHAÉM,2.0,0.0,0.0,0.0,-24.1848847,-46.7921572
11-04-2020,45,ITAPECERICA DA SERRA,27.0,1.0,1.0,0.0,-23.7176303,-46.8492435
11-04-2020,45,ITAPETININGA,3.0,1.0,0.0,0.0,-23.588607,-48.048326
11-04-2020,45,ITAPEVA,1.0,0.0,0.0,0.0,-23.9849105,-48.8803886
11-04-2020,45,ITAPEVI,17.0,4.0,0.0,0.0,-23.54888,-46.933889
11-04-2020,45,ITAPIRA,1.0,0.0,0.0,0.0,-22.436111,-46.821667
11-04-2020,45,ITAQUAQUECETUBA,25.0,0.0,1.0,0.0,-23.4754492,-46.3514033
11-04-2020,45,ITARARÉ,1.0,0.0,0.0,0.0,-24.1145368,-49.3352464
11-04-2020,45,ITATIBA,1.0,1.0,0.0,0.0,-22.9965861,-46.8412042
11-04-2020,45,ITATINGA,1.0,0.0,0.0,0.0,-23.1042417,-48.6134874
11-04-2020,45,ITU,2.0,0.0,0.0,0.0,-23.2638828,-47.298892
11-04-2020,45,ITUPEVA,1.0,0.0,0.0,0.0,-23.1531055,-47.0580347
11-04-2020,45,JABOTICABAL,5.0,2.0,0.0,0.0,-21.252037,-48.325223
11-04-2020,45,JACAREÍ,1.0,0.0,0.0,0.0,-23.30528,-45.96583
11-04-2020,45,JACI,1.0,0.0,0.0,0.0,-20.8844434,-49.5710544
11-04-2020,45,JAGUARIÚNA,1.0,0.0,0.0,0.0,-22.70374,-46.985062
11-04-2020,45,JALES,1.0,0.0,0.0,0.0,-20.2671767,-50.5492435
11-04-2020,45,JANDIRA,3.0,0.0,0.0,0.0,-23.5282044,-46.9019554
11-04-2020,45,JAÚ,1.0,0.0,0.0,0.0,-22.293585,-48.559193
11-04-2020,45,JOANÓPOLIS,1.0,0.0,0.0,0.0,-22.930004,-46.275208
11-04-2020,45,JOSÉ BONIFÁCIO,2.0,0.0,0.0,0.0,-23.564090999999998,-46.434766582997995
11-04-2020,45,JUNDIAÍ,13.0,1.0,1.0,0.0,-23.1887866,-46.8845122
11-04-2020,45,LARANJAL PAULISTA,2.0,1.0,0.0,0.0,-23.050564,-47.837549
11-04-2020,45,LENÇÓIS PAULISTA,3.0,0.0,0.0,0.0,-22.6029897,-48.8031367
11-04-2020,45,LIMEIRA,4.0,0.0,0.0,0.0,-22.5615068,-47.401766
11-04-2020,45,LOUVEIRA,1.0,0.0,0.0,0.0,-23.08639,-46.95056
11-04-2020,45,MAIRIPORÃ,7.0,2.0,0.0,0.0,-23.3186111,-46.5866667
11-04-2020,45,MARÍLIA,4.0,0.0,0.0,0.0,-22.217108,-49.95006
11-04-2020,45,MATÃO,2.0,0.0,0.0,0.0,-21.6033611,-48.3660603
11-04-2020,45,MAUÁ,43.0,0.0,1.0,0.0,-23.6669527,-46.4616922
11-04-2020,45,MIRASSOL,4.0,0.0,0.0,0.0,-20.8141411,-49.507449
11-04-2020,45,MOCOCA,2.0,1.0,0.0,0.0,-21.464731,-47.002405
11-04-2020,45,MOGI DAS CRUZES,56.0,2.0,6.0,0.0,-23.5234284,-46.1926671
11-04-2020,45,MOGI GUAÇÚ,6.0,1.0,5.0,1.0,-22.372222,-46.9425
11-04-2020,45,MONTE ALTO,3.0,0.0,0.0,0.0,-21.265545,-48.497066
11-04-2020,45,NOVA ODESSA,1.0,1.0,0.0,0.0,-22.783186,-47.294059
11-04-2020,45,OESTE,1.0,0.0,0.0,0.0,-22.23890315,-51.425511873731374
11-04-2020,45,OLÍMPIA,2.0,0.0,0.0,0.0,-20.736634,-48.910625
11-04-2020,45,ORLÂNDIA,2.0,0.0,0.0,0.0,-20.720278,-47.886667
11-04-2020,45,OSASCO,127.0,8.0,6.0,0.0,-23.5324859,-46.7916801
11-04-2020,45,OURINHOS,1.0,0.0,0.0,0.0,-22.9777918,-49.868204
11-04-2020,45,OUTRO ESTADO,34.0,0.0,-14.0,0.0,-25.3817431,-49.287191
11-04-2020,45,OUTRO PAÍS,39.0,0.0,-1.0,0.0,,
11-04-2020,45,PARIQUER,0.0,0.0,0.0,0.0,,
11-04-2020,45,PAULÍNIA,5.0,0.0,0.0,0.0,-22.7630391,-47.1532213
11-04-2020,45,PEDRA BELA,1.0,0.0,0.0,0.0,-22.7950193,-46.4431811
11-04-2020,45,PENÁPOLIS,1.0,1.0,0.0,0.0,-21.4192406,-50.0765588
11-04-2020,45,PERUÍBE,3.0,0.0,0.0,0.0,-24.3218105,-46.9977452
11-04-2020,45,PINDAMONHANGABA,2.0,0.0,1.0,0.0,-22.9340165,-45.462938
11-04-2020,45,PINDORAMA,1.0,0.0,0.0,0.0,-21.9549806,-49.0232348
11-04-2020,45,PIRACICABA,12.0,0.0,0.0,0.0,-22.72528,-47.64917
11-04-2020,45,PIRAJUÍ,1.0,0.0,0.0,0.0,-21.9957877,-49.4549675
11-04-2020,45,PORTO FERREIRA,2.0,1.0,0.0,0.0,-21.8529134,-47.4794943
11-04-2020,45,POÁ,9.0,1.0,0.0,0.0,-23.5249082,-46.3445663
11-04-2020,45,PRAIA GRANDE,16.0,2.0,2.0,1.0,-24.005833,-46.402778
11-04-2020,45,PRESIDENTE PRUDENTE,4.0,2.0,1.0,0.0,-22.1276335,-51.41624990198266
11-04-2020,45,PRESIDENTE VENCESLAU,4.0,2.0,0.0,0.0,-21.877116,-51.8451047
11-04-2020,45,PROMISSÃO,1.0,0.0,0.0,0.0,-21.5404913,-49.8574709
11-04-2020,45,RIBEIRÃO PIRES,16.0,0.0,1.0,0.0,-23.7129388,-46.4150871
11-04-2020,45,RIBEIRÃO PRETO,36.0,4.0,0.0,0.0,-21.178333,-47.8066671
11-04-2020,45,RIO CLARO,4.0,1.0,1.0,0.0,-22.4100108,-47.5603933
11-04-2020,45,RIO GRANDE DA SERRA,5.0,0.0,1.0,0.0,-23.743724,-46.397084
11-04-2020,45,SALTO,3.0,0.0,0.0,0.0,-23.1989983,-47.2913682
11-04-2020,45,SALTO DE PIRAPORA,2.0,0.0,0.0,0.0,-23.6492626,-47.5729991
11-04-2020,45,SANTA BRANCA,2.0,1.0,0.0,0.0,-23.3974353,-45.8842294
11-04-2020,45,SANTA BÁRBAR,0.0,0.0,0.0,0.0,18.384202950000002,33.751416496703186
11-04-2020,45,SANTA CRUZ DO RIO PARDO,1.0,0.0,-1.0,0.0,-22.9060715,-49.6277378
11-04-2020,45,SANTA ISABEL,1.0,0.0,0.0,0.0,-23.3194222,-46.2271903
11-04-2020,45,SANTA LÚCIA,1.0,0.0,,,-21.6861811,-48.0836814
11-04-2020,45,SANTANA DE PARNAÍBA,33.0,0.0,1.0,0.0,-23.4446715,-46.9167722
11-04-2020,45,SANTO ANDRÉ,142.0,3.0,3.0,0.0,-23.6573395,-46.5322504
11-04-2020,45,SANTOS,146.0,6.0,2.0,1.0,-23.960833,-46.333889
11-04-2020,45,SERTÃOZINHO,2.0,0.0,0.0,0.0,-21.1375782,-47.9913741
11-04-2020,45,SOROCABA,20.0,2.0,2.0,0.0,-23.501667,-47.458056
11-04-2020,45,SUMARÉ,2.0,0.0,0.0,0.0,-22.8217964,-47.267105
11-04-2020,45,SUZANO,32.0,3.0,2.0,2.0,-23.5427842,-46.3108391
11-04-2020,45,SÃO BERNARDO DO CAMPO,172.0,9.0,-2.0,0.0,-23.7080345,-46.5506747
11-04-2020,45,SÃO CAETANO DO SUL,61.0,2.0,-1.0,1.0,-23.6195923,-46.5688323
11-04-2020,45,SÃO CARLOS,5.0,2.0,1.0,0.0,-22.0183367,-47.890932
11-04-2020,45,SÃO JOSÉ DO RIO PARDO,1.0,0.0,0.0,0.0,-21.595288,-46.887303
11-04-2020,45,SÃO JOSÉ DO RIO PRETO,40.0,1.0,-1.0,0.0,-20.8125851,-49.3804212
11-04-2020,45,SÃO JOSÉ DOS CAMPOS,85.0,1.0,0.0,0.0,-23.1805011,-45.8872969
11-04-2020,45,SÃO JOÃO DA BOA VISTA,1.0,0.0,0.0,0.0,-21.9778137,-46.7881722
11-04-2020,45,SÃO MANUEL,3.0,1.0,0.0,0.0,-22.732081,-48.572316
11-04-2020,45,SÃO MIGUEL ARCANJO,1.0,0.0,0.0,0.0,-23.8807771,-47.9963492
11-04-2020,45,SÃO PAULO,6131.0,422.0,149.0,13.0,-23.5506507,-46.6333824
11-04-2020,45,SÃO PEDRO,1.0,0.0,0.0,0.0,-22.5512765,-47.9072359
11-04-2020,45,SÃO ROQUE,3.0,0.0,0.0,0.0,-23.5304843,-47.1355473
11-04-2020,45,SÃO SEBASTIÃO,4.0,1.0,0.0,0.0,-23.8027866,-45.4070527
11-04-2020,45,SÃO VICENTE,14.0,0.0,0.0,0.0,-23.9603686,-46.3847024
11-04-2020,45,TABOÃO DA SERRA,71.0,5.0,-1.0,0.0,-23.6121912,-46.7790539
11-04-2020,45,TANABI,1.0,0.0,0.0,0.0,-20.6251635,-49.6519879
11-04-2020,45,TATUÍ,4.0,0.0,0.0,0.0,-23.3514733,-47.8552438
11-04-2020,45,TAUBATÉ,6.0,0.0,0.0,0.0,-23.031448,-45.5612792
11-04-2020,45,TERRA ROXA,1.0,0.0,0.0,0.0,-20.787015,-48.331442
11-04-2020,45,TUPÃ,1.0,0.0,0.0,0.0,-21.9348631,-50.5135113
11-04-2020,45,VALINHOS,4.0,0.0,0.0,0.0,-22.97056,-46.99583
11-04-2020,45,VARGEM GRANDE PAULISTA,5.0,3.0,0.0,0.0,-23.599338,-47.022038
11-04-2020,45,VINHEDO,9.0,0.0,2.0,0.0,-23.0295183,-46.9756292
11-04-2020,45,VOTORANTIM,2.0,0.0,0.0,0.0,-23.5466667,-47.4377778
11-04-2020,45,VOTUPORANGA,5.0,0.0,2.0,0.0,-20.4252506,-49.97226
